author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@nileshnimbalkar-j5k,guys jee arjuna 2.0 present here,3,2025-09-10T13:21:40Z,guys jee arjuna present here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AdarshKumar-x7p1f,Anyone is here,3,2025-09-10T13:07:49Z,anyone is here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AayushiYadav-d4z,Who Are in September and also in PW😕❤🎉,3,2025-09-10T12:32:48Z,who are in september and also in pw,"{'neg': 0.114, 'neu': 0.545, 'pos': 0.342, 'compound': 0.6808}",0.114,0.545,0.342,0.6808,positive
@koremax.7,2025-2026🎉,3,2025-09-10T05:28:04Z,,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.0,0.426,0.574,0.4019,positive
@UjjwalKumar-h9c,Hi guys class 11 hogaya chalu 2025-2026❤❤❤❤,3,2025-09-09T15:29:07Z,hi guys class hogaya chalu,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.9571}",0.0,0.396,0.604,0.9571,positive
@HerSoftLibrary,Yr koi mujhe ye btao cuet pg ya iit jam  ke liye me yaha start kr skti hu kya?,2,2025-09-08T20:25:57Z,yr koi mujhe ye btao cuet pg ya iit jam ke liye me yaha start kr skti hu kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@BiswajitPatra-l5o,Thanks sir,2,2025-09-08T04:59:56Z,thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@dilshadansari5997,Sir please notes provide kr dijiye,1,2025-09-07T17:44:22Z,sir please notes provide kr dijiye,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.0,0.685,0.315,0.3182,positive
@RadhaKrishna-p2q,❤😊😊😊,0,2025-09-07T16:19:09Z,,"{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.969}",0.0,0.311,0.689,0.969,positive
@buzzybee-z5v,K pop demon hunters,0,2025-09-07T12:12:22Z,k pop demon hunters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@buzzybee-z5v,K pop demon hunters,0,2025-09-07T12:12:11Z,k pop demon hunters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@avis8877,ilysm sirrr tyy,0,2025-09-07T07:50:14Z,ilysm sirrr tyy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SCIENCEEDUCATIONWALLAH,Thanks for 200 subcribers,0,2025-09-07T00:42:35Z,thanks for subcribers,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.0,0.508,0.492,0.4404,positive
@Tyari_PCB_Ki,🙌🥹2027 Neet aspirants,3,2025-09-04T14:45:28Z,neet aspirants,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AshishRaii-s5j3c,2025❤,2,2025-09-04T06:24:25Z,,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.0,0.323,0.677,0.6369,positive
@Gudiyasahani-y7t,3/9/2025,3,2025-09-03T06:11:11Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@yashodanarte1921,Khud dekh dekh k yad kar karke pada raha hai,3,2025-09-03T03:35:21Z,khud dekh dekh k yad kar karke pada raha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@arpitgaming1477,Who is watching this video in 2025,1,2025-09-02T11:10:04Z,who is watching this video in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sundari-e6f,2025 me kon  kon dekh rhe hai,1,2025-09-02T09:15:19Z,me kon kon dekh rhe hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sanasocialwelfaretrust,Yes sir I am 2025 student,1,2025-09-01T16:10:13Z,yes sir i am student,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.0,0.649,0.351,0.4019,positive
@RenuKuril-l3o,@RenuKuril-l3o <br>Thank you so much sir your videos are very useful 🙏🏻,0,2025-09-01T01:00:45Z,renukurillo brthank you so much sir your videos are very useful,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4927}",0.0,0.824,0.176,0.4927,positive
@doja-z3w,Can someone pleaseeeee..tell me if alakh sir’s chem lecturesare enough for neet 2025-26???.?sir ne kuch chora to nai hai na…bcz batch me chemistry smjh nai ari comfuse hori hun….so alakh sir se pdhne ka decide kiya hai so plz tell me..!🙏,1,2025-08-31T18:54:27Z,can someone pleaseeeeetell me if alakh sirs chem lecturesare enough for neet sir ne kuch chora to nai hai nabcz batch me chemistry smjh nai ari comfuse hori hunso alakh sir se pdhne ka decide kiya hai so plz tell me,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4576}",0.0,0.933,0.067,0.4576,positive
@RaniPandey-l6u,Attendence class 11 batch 2026-27😇😇,1,2025-08-31T15:57:43Z,attendence class batch,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.0,0.647,0.353,0.7184,positive
@IMAGEINART,Apko best video dhne ko milenege,0,2025-08-30T19:05:28Z,apko best video dhne ko milenege,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.543,0.457,0.6369,positive
@RAJIT-01,Attendance here neet 2027,4,2025-08-29T16:32:08Z,attendance here neet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RAJIT-01,Attendance here 2025 ❤,2,2025-08-29T16:31:58Z,attendance here,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@ArunSingh-i4b3n,Who is watching 1 day before exam 😂,2,2025-08-29T06:46:48Z,who is watching day before exam,"{'neg': 0.121, 'neu': 0.637, 'pos': 0.242, 'compound': 0.4404}",0.121,0.637,0.242,0.4404,positive
@dipaliphadtare4765,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=74"">1:14</a> 👍🏻",1,2025-08-28T14:58:26Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dipaliphadtare4765,Attendance class 11th 2025 -2026  batch ...👍🏻🤗,1,2025-08-28T14:57:20Z,attendance class th batch,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.0,0.823,0.177,0.4215,positive
@AmitKumar-k1l4o,2025 mai kon kon dekh raha hai ❤❤,1,2025-08-28T04:50:58Z,mai kon kon dekh raha hai,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8555}",0.0,0.517,0.483,0.8555,positive
@GamerRoy-i3v,Class Xi 2026-27 attendance 🎉,3,2025-08-27T21:57:27Z,class xi attendance,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.0,0.649,0.351,0.4019,positive
@HarjinderSingh-vp9ph,Am 12th batch in meritorious Patiala .....❤😇,1,2025-08-27T07:55:34Z,am th batch in meritorious patiala,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.8834}",0.0,0.493,0.507,0.8834,positive
@PoojaAjaySahu-o8f,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=810"">13:30</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=813"">13:33</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=813"">13:33</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=813"">13:33</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=813"">13:33</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=813"">13:33</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=814"">13:34</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=814"">13:34</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=814"">13:34</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=814"">13:34</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=815"">13:35</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=815"">13:35</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=815"">13:35</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=816"">13:36</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=817"">13:37</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=817"">13:37</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=818"">13:38</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=819"">13:39</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=821"">13:41</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=822"">13:42</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=823"">13:43</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=824"">13:44</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=824"">13:44</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=824"">13:44</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=824"">13:44</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=825"">13:45</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=825"">13:45</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=825"">13:45</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=825"">13:45</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=825"">13:45</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=826"">13:46</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=826"">13:46</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=826"">13:46</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=826"">13:46</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=826"">13:46</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=827"">13:47</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=827"">13:47</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=827"">13:47</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=827"">13:47</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=827"">13:47</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=828"">13:48</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=828"">13:48</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=828"">13:48</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=828"">13:48</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=828"">13:48</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=829"">13:49</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=829"">13:49</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=829"">13:49</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=829"">13:49</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=830"">13:50</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=830"">13:50</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=830"">13:50</a> <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=830"">13:50</a>",0,2025-08-26T15:38:21Z,a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anshikajaiswal167,"Hat&#39;s off you sir ,mind blowing explaination 🫡👏",1,2025-08-26T15:14:08Z,hats off you sir mind blowing explaination,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sehrishtics99,2025 attendence here^^^^^^,1,2025-08-26T14:22:06Z,attendence here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Ezboys-e6t,"It doesn’t matter how old the lecture is, it’s still useful to students",1,2025-08-25T16:16:20Z,it doesnt matter how old the lecture is its still useful to students,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.4588}",0.0,0.733,0.267,0.4588,positive
@VIP.CARS.OFFICIAL.999,Who get more than 35 percent in 10 th class 🔱,1,2025-08-25T13:12:16Z,who get more than percent in th class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@BinayKushwaha-f6w,5. 6 gram ka multiplay ka soluation sir arso ca;; ma solve nhi hu tha,0,2025-08-24T15:02:42Z,gram ka multiplay ka soluation sir arso ca ma solve nhi hu tha,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.0,0.886,0.114,0.2023,positive
@BinayKushwaha-f6w,7&lt;40  oles,0,2025-08-24T15:01:09Z,lt oles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@DabangAhiran-bd5dq,Hello sir ❤🎉❤🎉,0,2025-08-24T07:58:02Z,hello sir,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.93}",0.0,0.303,0.697,0.93,positive
@ashiqhussainhussainshafi7732,Is it enough for neet,0,2025-08-24T02:54:23Z,is it enough for neet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AbhilashaPandey-or9lr,Thank you sir,0,2025-08-23T16:52:40Z,thank you sir,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@palakkkcore,❤❤❤,0,2025-08-23T06:19:59Z,,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.9274}",0.0,0.192,0.808,0.9274,positive
@wasuuu___13,❤,0,2025-08-21T03:55:00Z,,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.0,0.192,0.808,0.6369,positive
@LalitadeviYadav-j7g,Sir ye first class hai,0,2025-08-20T17:29:02Z,sir ye first class hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@NaziaBanu-x5m,Bhai 2025 ke 1st boards exam kis kis ka hai like kardo paas hojaoge ❤❤,1,2025-08-20T16:34:12Z,bhai ke st boards exam kis kis ka hai like kardo paas hojaoge,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8979}",0.0,0.579,0.421,0.8979,positive
@aaru-y8f,Hi🎉,1,2025-08-19T16:34:17Z,hi,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.0,0.426,0.574,0.4019,positive
@CHEM-JEEDr.Manojvala,Nice explanation,1,2025-08-19T02:02:14Z,nice explanation,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@EYMaheshwari,Bhai Aaj khon khon dhek rha hai,1,2025-08-18T16:12:27Z,bhai aaj khon khon dhek rha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SamanPerween-p9l,"Importance of chemistry ,nature of matter ,properties of matter and their measurement ,uncertainty in measurement, Dalton atomic theory atomic ye sara topic alakh sir k ???????",0,2025-08-18T15:37:05Z,importance of chemistry nature of matter properties of matter and their measurement uncertainty in measurement dalton atomic theory atomic ye sara topic alakh sir k,"{'neg': 0.08, 'neu': 0.732, 'pos': 0.188, 'compound': 0.3094}",0.08,0.732,0.188,0.3094,positive
@AksharaKhode,Aaj koi hai?😂,2,2025-08-18T12:34:46Z,aaj koi hai,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.4404}",0.162,0.513,0.325,0.4404,positive
@FīĽMý_HŮB_Ōffîćiã_ll,Class 11th batch 2025-2026.,0,2025-08-17T11:07:10Z,class th batch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Artkidukaan-s8n,Class 9th attenance 2025-26,0,2025-08-17T10:31:05Z,class th attenance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@knowmoregenz,Sir will it cover class 11th iSc?,0,2025-08-17T09:31:26Z,sir will it cover class th isc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@funoftwobrother9132,Bhai sare vv karo,0,2025-08-17T06:51:52Z,bhai sare vv karo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@TAK-v6r,It&#39;s surprising to see a chemistry class being the most viewed one on physics wallah,2,2025-08-16T16:28:49Z,its surprising to see a chemistry class being the most viewed one on physics wallah,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.0,0.87,0.13,0.2732,positive
@junaidkhan-142,Very nice,0,2025-08-16T06:33:24Z,very nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.0,0.244,0.756,0.4754,positive
@frosty.999,hum raat ke shikari sara duniya humari tu kriye na humarpe trust bawli,0,2025-08-15T05:57:36Z,hum raat ke shikari sara duniya humari tu kriye na humarpe trust bawli,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.0,0.784,0.216,0.5106,positive
@BasantkumarYadav-ur6dm,Sir aap hindi me padiya,0,2025-08-14T10:22:58Z,sir aap hindi me padiya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sabitasinku9548,Zoology Honours students like kare 😅😅,1,2025-08-14T05:15:08Z,zoology honours students like kare,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8658}",0.0,0.457,0.543,0.8658,positive
@sabitasinku9548,Watching in 2025😅😅 love from odisha,0,2025-08-14T05:14:45Z,watching in love from odisha,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8481}",0.0,0.545,0.455,0.8481,positive
@SomveerYadav-f8x,❤❤❤,1,2025-08-13T22:37:54Z,,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.9274}",0.0,0.192,0.808,0.9274,positive
@theherosandeshbhattnepal8894,ALKAH SIR IS MY FAVOURITE TEACHER he is best in the world,0,2025-08-13T14:48:48Z,alkah sir is my favourite teacher he is best in the world,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.0,0.724,0.276,0.6369,positive
@Sk_SABIR_BHAI-i4j,Who is there on dooms day 😂❤,1,2025-08-13T07:26:50Z,who is there on dooms day,"{'neg': 0.19, 'neu': 0.429, 'pos': 0.381, 'compound': 0.7184}",0.19,0.429,0.381,0.7184,positive
@DineshSharma-cl1gy,Result se pehle kon kon pdane aaya h 😂😂,2,2025-08-12T17:06:38Z,result se pehle kon kon pdane aaya h,"{'neg': 0.15, 'neu': 0.551, 'pos': 0.299, 'compound': 0.7003}",0.15,0.551,0.299,0.7003,positive
@Chillnow,👍👍👍,0,2025-08-12T15:14:37Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@NibhaKumari-j1t,Sir online padna padao ge sir❤,0,2025-08-12T01:51:03Z,sir online padna padao ge sir,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.0,0.625,0.375,0.6369,positive
@COLEPALMERUZAIR20,Ts ads pmo,1,2025-08-11T01:32:31Z,ts ads pmo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@manupal6557,Like please 2027<br>batch wale,2,2025-08-11T01:16:23Z,like please brbatch wale,"{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.5859}",0.0,0.294,0.706,0.5859,positive
@SahilYadav1844studio,Kaun kaun 2025 me dekh rahaa hai ❤❤❤❤❤,3,2025-08-10T15:18:05Z,kaun kaun me dekh rahaa hai,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9719}",0.0,0.364,0.636,0.9719,positive
@mahakal_34y,much better than dudi sir,0,2025-08-10T13:18:58Z,much better than dudi sir,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.0,0.58,0.42,0.4404,positive
@zonexgamer_bhai,2025-2026❤❤,1,2025-08-08T17:54:39Z,,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8555}",0.0,0.263,0.737,0.8555,positive
@et-xereal,Who is here in 2028😂,11,2025-08-07T14:40:29Z,who is here in,"{'neg': 0.139, 'neu': 0.584, 'pos': 0.277, 'compound': 0.4404}",0.139,0.584,0.277,0.4404,positive
@sunokahanisennilay902,Back bancher Attend hear 😂😂😂😂,5,2025-08-07T14:15:26Z,back bancher attend hear,"{'neg': 0.196, 'neu': 0.412, 'pos': 0.392, 'compound': 0.891}",0.196,0.412,0.392,0.891,positive
@aaryan1809,Arjuna 3.0 ❤ Neet,2,2025-08-07T05:14:09Z,arjuna neet,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@donutsaresogood,Too much ads,2,2025-08-06T17:13:03Z,too much ads,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RitikaKumari-n9c,Kon kon iss class ko 2025me dekh raha hai,3,2025-08-06T16:59:13Z,kon kon iss class ko me dekh raha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Piyushgariya-ss7bd,Atendence kv student,3,2025-08-06T14:39:06Z,atendence kv student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@horrorwithdev,Attendance for Neet UG Students,3,2025-08-06T02:49:49Z,attendance for neet ug students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ArpitSinghRAJPUT-m6t,Attendance class 11th  ❤2025-2026 BATCHE HERE 👇🙋,7,2025-08-05T15:01:51Z,attendance class th batche here,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.0,0.802,0.198,0.4939,positive
@cruyz_gamimg,ATTENDANCE 2026-2027 BATCH🙋🙋‍♀️,3,2025-08-05T13:09:59Z,attendance batch,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.0,0.758,0.242,0.4939,positive
@thepayaljoshi,Thank you so much sir god bless you 🙏🏻,2,2025-08-04T18:57:54Z,thank you so much sir god bless you,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.7693}",0.0,0.566,0.434,0.7693,positive
