author,comment,likes,publishedAt
@mightyabhira09,"1) Law of conservation of mass <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=75"">1:15</a><br>2) Law of definite proportions <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=587"">9:47</a><br>3) law of multiple proportions <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=994"">16:34</a><br>4) Lussac&#39;s Law - <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2176"">36:16</a><br>5) Avogadro&#39;s Hypothesis - <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2574"">42:54</a><br>Hope this helps :)",8,2025-07-24T07:15:56Z
@Swaainstump,Golden playlist ❤,0,2025-07-24T01:20:03Z
@saritaramola,"Seeing from future batch 2025-2026, after 7 years",1,2025-07-23T12:27:33Z
@paglujn,The man create history😈😈😈,0,2025-07-23T04:37:10Z
@ReetaChauhan-fj4ec,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2170"">36:10</a>",0,2025-07-22T17:17:00Z
@salAcetal4221,Premium lecture until EOD ( end of day ),1,2025-07-22T14:17:43Z
@sunitarathor8938,Class 11th 2025-26 attendance here,1,2025-07-22T10:54:25Z
@msdking-777,Who is in 2026😂,2,2025-07-22T04:15:07Z
@suvashkumarkumar5258,ok,1,2025-07-21T14:37:41Z
@PranshuShrivastava-h9g,Any one from class 11 <br>2030-31 batch,1,2025-07-21T12:46:36Z
@Danger_gaming_7089,by the way i love your teaching sir,1,2025-07-21T08:13:11Z
@Danger_gaming_7089,"suchne wali baat hai 7 sal purani syllabus aaj tak kam aata hai ,what is this system",2,2025-07-21T08:12:41Z
@Vicky-o6u7j,2025 july😂😂,1,2025-07-20T14:46:48Z
@KamyaSaxena-h8u,Backlog clearances 😢,2,2025-07-20T08:48:46Z
@ZainKhan-ju7mx,Who is watching in 2025,2,2025-07-20T08:26:32Z
@MANOHARSEVAD,Present,1,2025-07-20T07:13:35Z
@ParvejAli-y7t,20/7/2025ko kon dekh rha h,4,2025-07-20T03:44:49Z
@ekramulalama7,Who watch in 2025😊,2,2025-07-19T15:59:13Z
@Maltidevi-r6c4p,Class X percentage 61%,2,2025-07-19T11:18:09Z
@Maltidevi-r6c4p,Batch 2025-26,0,2025-07-19T11:17:32Z
@raajsrishti7276,Attendance of semester 2025 .26,1,2025-07-19T05:56:15Z
@ourchanel11,Attendance 😅 that is now studying👍,1,2025-07-19T03:34:40Z
@PriyanshiSinghpcb,2027 me exam denge ❤❤,2,2025-07-19T02:23:00Z
@horizoneditz07,Like who are watching of 2026-27 batch❤,3,2025-07-18T15:02:30Z
@evilxtgaming5295,"jee mains dropper hoping coep college pune in btech ece, as of now i lost all hope",0,2025-07-18T08:21:21Z
@unspecifiedtricksandgamepl685,.,0,2025-07-18T06:20:21Z
@HARVINDERSINGH-ko8lx,97%,2,2025-07-17T23:51:24Z
@GauravKhanal-l8t,love you alakh sir,0,2025-07-17T15:39:43Z
@Arts_on_you_2009,Jeee 2027,0,2025-07-17T04:41:53Z
@Darkiconworld-y5w,"Vai dekh <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1093"">18:13</a> isliya aya",3,2025-07-16T17:05:10Z
@Arukhatun-b6z,1/5 wale Attendance first<br>👇,1,2025-07-16T07:18:49Z
@NidhiKushwaha-w7k,Batch from 2025-2026❤,1,2025-07-15T15:05:20Z
@GADIVERSE,Attendance for class 10th jee aspirants..♥️,0,2025-07-15T10:58:37Z
@VedantKorde-s8y,What is Gay Lossac&#39;s Law,0,2025-07-15T10:21:35Z
@ShwetaPatel-c8h,Sir still your lecture make me understand concept more than any other teacher,1,2025-07-14T23:58:26Z
@AnkitYadav-2846,Very Good,1,2025-07-14T01:25:29Z
@Manxhan-CR7,Attendance class 11th 2027-2028 batch✨️🙋‍♂️🙋‍♀️,1,2025-07-13T16:36:53Z
@ShivangiRajput-p1o,🎉❤🔥,0,2025-07-12T13:53:46Z
@PritiSingh-e,Sir... keval 7 yrs mai itna successful bane hai,4,2025-07-11T18:24:57Z
@SunitaBarick-n5f,Please tell me that is these lectures are complete( full)!??,0,2025-07-11T16:00:05Z
@ROZINAAZ-p3b,thank you sir🥰,2,2025-07-11T05:50:57Z
@user-vv8ik6uw8b,❤❤,3,2025-07-10T14:41:56Z
@jayyrathodd01,I&#39;m preparing for jee from Today in 8 month,2,2025-07-10T07:39:00Z
@Keepex675,Old memories in 2025,3,2025-07-10T05:31:01Z
@Arun-d6f,Class 11th students of 2025-26 Batch 😊❤,6,2025-07-09T10:54:57Z
@abroosyed,It&#39;s 8 july 2025 ..tuesday 9 :53 PM. I think the students will watch these lectures after 100 years ❤,3,2025-07-08T16:54:10Z
@satyamverma-ro6ss,2025 batch,2,2025-07-08T15:42:01Z
@chandramohanbainada,Prsent 2025 -26 11th student jee batch ❤,5,2025-07-08T12:47:50Z
@centregamer3071,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=85370"">23:42:50</a>",2,2025-07-08T12:33:29Z
@YugandharJadhav-c8u,Jee 2029,3,2025-07-08T08:01:10Z
@ShahidKhan-u5j5h,2025 wla attendance lgao🎉,2,2025-07-08T06:46:42Z
@PrashantGanorkar-d5r,2026 batch attendence here,1,2025-07-08T05:36:24Z
@MohdAsif-cj9ty,Sir compound ki spaling compoond kab sa hui,1,2025-07-08T04:28:34Z
@GYANSuraj-2008,I LOVE alakh sir ❤❤❤❤,1,2025-07-07T19:27:30Z
@newworld1199,Attendance 2027-2028,1,2025-07-07T12:44:29Z
@AmrutaPardeshi-y4g7g,Kya koi batayega equation ko balance kaise kiya please,0,2025-07-07T10:57:13Z
@JyotiKumari-hp8on,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,0,2025-07-07T10:00:47Z
@JyotiKumari-hp8on,Sir humko aim delhi ka doctor banna hai,0,2025-07-07T10:00:31Z
@SubhamSahu-pw2jr,2025 ME KON KON DEKH RAHA HE LIKE❤KARO,1,2025-07-07T07:56:52Z
@aman.shorts.reacted,Best lecture for revision even in 2025,2,2025-07-07T03:45:36Z
@HARHAAA-e9k,aatandence 2025-26😄,3,2025-07-07T03:29:11Z
@jyotithakur-wu3is,Sahiganj kee rahna wala hai jhara colony se,1,2025-07-07T01:41:01Z
@jyotithakur-wu3is,Sir aap mera ghar aaya ga❤,0,2025-07-07T01:40:28Z
@AryanKumar-r2p6l,Master ji parnam,1,2025-07-06T12:26:33Z
@appaghutukade1394,😊 Thank you sir,1,2025-07-06T12:15:46Z
@AsholomAli,Thank you sir,0,2025-07-06T05:59:13Z
@laxmikattennavar8815,Kannda,0,2025-07-05T13:58:48Z
@ShashankPal-t1m,Alakh sir is op teacher,2,2025-07-04T19:10:56Z
@veronicabhat1356,Can we still refer to his videos for neet 2026 atleast this basic concept playlist?,3,2025-07-04T13:58:43Z
@AakashRaj-u9e,❤,1,2025-07-03T14:58:05Z
@mdmahboobalam2960,Hello sir,0,2025-07-03T13:42:33Z
@user-bharat.skecths.,Class 11th 2025 -2026 batch present 🙋🏻‍♂️🙋‍♀️,2,2025-07-03T08:34:15Z
@KhushbooKumari602,Thank you sir 😊,0,2025-07-03T02:04:59Z
@OrISIT-e8e,Words can&#39;t describe how legendary this lecture is !,0,2025-07-02T19:51:24Z
@pratiiigyasingh,Mpboard student ❤,2,2025-07-02T17:10:30Z
@4613rahul,Nice Lecture sir ♥♥♥♥,2,2025-07-02T13:46:32Z
@Alu-r6h,Preparing for neet 2026. And literally this man is been clearing all the concept regarding basic stuffs and complete chapters of phy n chem. <br><br>Even after joining in offline batches still studying from this great man. Salute to ALAKH SIR. literally this journey will be great with him.,1,2025-07-01T17:34:05Z
@someone-q3c3j,Ye ye wahi alak pandey he <br>Inki aaj itni badi education industry he 🫠🤌<br>7 8 saalo ki mehnat 🥺<br>Aaj sabke dil me raj karte alakh sir 😊,0,2025-07-01T16:34:29Z
@AvanishSingh-v8d,Mai ye lecture 2027 neet ke liye use Kar rha hu ❤,1,2025-07-01T12:31:56Z
@cookieisnaina,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1956"">32:36</a> the hell is the point of all this shi man? My brain is frying",0,2025-07-01T06:35:28Z
@aushanto1856,আমি বাংলাদেশ🇧🇩 থেকে HSC2026..... Amr teacher  apnr student,0,2025-06-30T18:58:16Z
@Joyofficial-i2b,Kon kon 30 june 2025 mai dekh rha hai,1,2025-06-30T15:58:53Z
@Urfriend_01,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2170"">36:10</a> ☠️ those who get itt",4,2025-06-30T06:06:59Z
@Vanshkumar-j1s,sir maja aagaya this is very well video,1,2025-06-30T04:49:02Z
@ojaswita,7 years and still as good as new. sir you&#39;re the GOAT,28,2025-06-29T18:36:09Z
@jeonseuphoria8731,Who is watching this in June 2025 😂,2,2025-06-29T16:19:35Z
@Kakashil-py1ue,anyone from yakeen 2.0 🦍,0,2025-06-29T15:28:39Z
@PadhlaBhai-vf2zy,Once a legend is always a legend 💓,1,2025-06-29T15:21:53Z
@Hafijur_Rahaman_sk,Anyone 2025 😂,1,2025-06-29T14:57:44Z
@Urfriend_01,Attendance 2025 students ❤,3,2025-06-29T13:36:27Z
@lax-p4c,11 th 2025 -2026 of maths attendence❤,0,2025-06-29T11:14:15Z
@EditorXTrader,Watching in 2026,0,2025-06-29T04:09:12Z
@mehar.013,Who is watching in 2025 ?,0,2025-06-28T18:27:42Z
@AnujKheterpal,2025-2026,1,2025-06-28T12:08:24Z
@SimuSingh-j1b,Class 11  2025__26 <br>Aal the bset friends ♥️❤️❤️❤️,0,2025-06-28T09:39:48Z
@creativeprojectsinbengali1142,Huh? I found? 🎉🎉🎉,0,2025-06-27T18:04:50Z
@GraceChristsDearChild,"LAW OF CONSERVATION OF MASS <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=68"">1:08</a>    LAW OF DEFINITE PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=582"">9:42</a>      LAW OF MULTIPLE PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=982"">16:22</a>   LAW OF RECIPROCAL PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1632"">27:12</a>    GAY LUSSAC&#39;S  LAW FOR GASES <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2157"">35:57</a>   AVAGADRO&#39;S HYPOTHESIS <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2564"">42:44</a>",0,2025-06-27T02:03:17Z
@DiyaShetty-c6w,"Clear voice , simple language and great explanations!!!",1,2025-06-26T20:32:14Z
@irtifaferoz-n6l,can i attend thses lectures for neet 26\,1,2025-06-26T12:05:37Z
@MirInsha-c7x,❤❤,0,2025-06-26T07:16:33Z
@Mr_GamiNg9-8,Class 11 Attendance of 2025-26 batch🎉😮,2,2025-06-25T16:53:09Z
@TridibGhosh-y1m,"2025- 26 batch attendance here ❤👇👇 <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=894"">14:54</a>",5,2025-06-24T14:54:47Z
@MindulLalung,Anyone in 2025 ❤,2,2025-06-23T14:49:56Z
@studymind..,Attendance class 11 2025 to 2026,3,2025-06-23T12:42:26Z
@MohsinRaja1m,Attendance guys batch 2025 to 2026 ❤&lt;&lt;&lt;&lt;&lt;&lt;❤&gt;&gt;&gt;&gt;&gt;,2,2025-06-23T09:08:54Z
@Anjannayak-h8u,2026-27 12th batch 😮,2,2025-06-23T07:27:09Z
@msgaming6943,Hi,0,2025-06-23T07:24:35Z
@HumairaHilalBhat,isn&#39;t it enough for neet 2026 basics,0,2025-06-23T05:50:28Z
@ChandraSekhar-f2h,Any one for 2026,3,2025-06-22T14:25:49Z
@VandanaPanwar-fi7tp,<b>Old is Gold❤</b>,1,2025-06-22T09:45:36Z
@MayaHashmi-w3m9d,Anyone from yakeen 2.0 2026 neet batch,0,2025-06-22T04:28:11Z
@doctor_mbbs720,Anyone for NEET 2026 ?,7,2025-06-21T08:58:22Z
@RameshPradhan-s1u,Attendance batch 2025to 2026,3,2025-06-21T05:41:07Z
@Haari-pj3nz,anyone in 2025?,8,2025-06-20T15:53:39Z
@DeepuMeena-d1w,Whats the rstio of carbon in law of multiple proportion,2,2025-06-20T05:09:30Z
@AditiBorade-l1y,🙋🏻‍♀️,1,2025-06-19T15:54:49Z
@Quratt66,Kya yaha se pdhna neet ke liye kafi hoga?? Agr mai question practice b kru alg se?.dropper 🥺,2,2025-06-19T09:25:19Z
@punam2143,Kon kon sudhanshu sir se padh kar aaya hai batch se,3,2025-06-19T07:00:28Z
@AmitJayewar,Is it beneficial for neet 2027 batch <br><br>Pls bhaiyo or behno bta do backlog lge hue hai phle hi jldi bta do pls 🙏🏻🙏🏻,0,2025-06-18T17:59:13Z
@RAJESHKUMAR-f4y4c,<b>class 10th wallon kya result rha 2024 se 2025 wallon ka</b>,1,2025-06-18T15:41:32Z
@abdulrafay6497,Kion nh ho Rahi parhai 😂😂,1,2025-06-18T14:27:25Z
@AnchalPatel-z6x,Attendance 2025 😊,4,2025-06-16T16:48:20Z
@sakshi-e8k4f,Mast 😀🎉😮,3,2025-06-16T14:27:13Z
@puneetkumar9571,"Yrr aaj patanahi esse hi dekhne lagaya sir ka lecture nostalgia hit ho rha hai, thankyou sir for helping during my 11th and 12th.😊😊",1,2025-06-16T14:13:52Z
@Palchin-e8q,Thank you so much sir!🙏🎀,1,2025-06-16T12:25:07Z
@AKASHMAHATA-f6o,Always attendance for class 11,1,2025-06-16T08:21:20Z
@Raosahabjii01,Attendance of class11 th 2025-2026 cool batch,3,2025-06-15T11:23:49Z
@Ananyathakur-e7q,"Sir balancing mai khali hum 7/2 o2, 2co2 or 3h20 nhi krskte? <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=466"">7:46</a> or sir ye 7/40 40 kese?",2,2025-06-15T11:05:36Z
@AnshikaChauhan-i7j,Any one from 11th 2025-2026 batch 👍👇,1,2025-06-14T20:53:14Z
@ManjuSingh-pb2gl,TODAY I UNDERSTAND WHY____&#39;A good teacher can awaken joy in their students and leave a positive impression that lasts a lifetime......  .&#39;🥺,0,2025-06-14T14:50:40Z
@subendrabiswas8318,❤,0,2025-06-14T10:37:36Z
@RajeevlochanPatel-p1y,Thanks sir ❤❤,0,2025-06-14T01:51:42Z
@deepikaporia,Class 11 2025 - 2026 batch,3,2025-06-13T10:04:07Z
@AmitKumar-v5l7r,Thik hai,0,2025-06-12T18:53:44Z
@SHIVAMV4_24,Hi guys,0,2025-06-12T16:33:57Z
@tughratughra,"Me in .,.......2025 !!!",1,2025-06-12T16:23:26Z
@GanesulaLokesh,Who is from Andhra Pradesh😎😎😎😎😎,1,2025-06-12T15:06:25Z
@Pawan-f8u,Attendance batch 2025 to 2026,11,2025-06-11T15:01:32Z
@brotherftgod,Attendance class 11th 2025to26 students,3,2025-06-11T14:57:30Z
@SohilKhan-t5h7f,2025-26 batch,4,2025-06-11T03:12:13Z
@The_Prem-sagar,Yakeen 2 0 2026 attendance ❤,19,2025-06-10T17:27:20Z
@MamathaHamsika,Symbol of manganese is Mn,1,2025-06-10T17:06:56Z
@manojkumardas3503,Sir aap bahut accha padate hai,2,2025-06-09T16:48:38Z
@Road.rider_Rohan,bhayya 6 hee,0,2025-06-09T15:35:10Z
@Aspirant68110,Very nice video,0,2025-06-08T19:48:53Z
@gameformind,"Hi everyone I am an now iitian from iit delhi alakh sir lecture help me more thank you sir ,this is my last year 🎉 thank you so much",1,2025-06-08T15:17:02Z
@ARYAN-s6z9w,2025-26 attendance here dropper,2,2025-06-08T14:14:33Z
@studyvibes-neet,Yakeen 2.o 2026 batch wala  😊,2,2025-06-08T12:04:50Z
@The_giggle_girl,Now only alakh sir can save my chemistry 🥺,2,2025-06-08T11:16:55Z
@vineetshahdadpuri5903,Watched full iupac <br>Now this,0,2025-06-08T10:11:02Z
@SagarKumar-k1h7u,2025,0,2025-06-08T06:46:05Z
@archita1234nayak,Hi,2,2025-06-08T02:17:42Z
@cheorl7445,Pure legend! 🙇‍♂,1,2025-06-07T07:08:18Z
@Nezuko-v2t,🙋,1,2025-06-06T13:38:56Z
@JituKumura-u6t,"Thanks,sir😊",1,2025-06-06T10:26:53Z
@alonedevilking666,Student attendance please 2025_ 2026 batch ❤✨,4,2025-06-06T07:00:39Z
@maxworld111,❤❤❤,0,2025-06-06T05:04:48Z
@AntaraSingha-s3s,5,0,2025-06-05T08:58:03Z
@RajnishKumar-bl6nx,Attendance class 10,1,2025-06-05T06:20:54Z
@funsmashe7179,Attendance of class 11batch🙋🙋‍♀️,5,2025-06-04T16:17:17Z
@BhaskarJyotiGogoi-i5e,Dekh lo Guys😢,1,2025-06-04T13:49:28Z
@Mohit02929,🎉🎉,2,2025-06-04T08:11:17Z
@Naitikbhujade28,Who is watching in 2025❤,3,2025-06-03T06:29:05Z
@tapasya_vgy03,Class 11th <br>Batch- 2026-27 Attendance lgao 🤚👀🔥,4,2025-06-02T14:30:13Z
@stoicissmm,Like 2016-18 students..those days🙋🏻‍♂️,3,2025-06-02T11:54:59Z
@lilimakut9655,Bhai kal phira se chemestry class karana,1,2025-05-31T13:54:23Z
@lilimakut9655,Bhai,1,2025-05-31T13:42:57Z
@ImadHussainLaskar-v3x,Attendance class 11th 2025 _2026 batch air❤,4,2025-05-30T04:57:40Z
@satyamsamal5186,Alakh sir love u ❤❤,0,2025-05-29T18:09:10Z
@HumairaHilalBhat,7 years ago lecture but still on top ❤❤❤❤❤❤,7,2025-05-29T05:47:20Z
@she-7c5z,From yakeen,4,2025-05-28T07:40:59Z
@ALEKHNATHDE,Hiii😊<br> Sir,1,2025-05-28T06:41:33Z
@Veda-e3k,Anyone from class 9th 2025?😅,1,2025-05-27T16:14:19Z
@_sohail_malik___,Kya ye lacture neet 2026 ke liye dekh sakte hai,1,2025-05-27T15:54:01Z
@reenayadav2455,Gay lussac sir was GAY 😮😮,1,2025-05-26T18:01:57Z
@4K_editz_95,"Hello Guys, I am from future.<br>PW will become a great institute in future.😂😂😂😂😂🎉🎉<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Edit:- Its 26th May 2025 <br>Visited 6year from future",2,2025-05-26T17:18:06Z
@RaunakPatel2455,Kon kon 2025-26 mai dekh rha hai,2,2025-05-26T14:42:37Z
@VivekPateliya-p5p,This video has worked that those who would have watched it when it was uploaded would have started working even after completing their graduation,7,2025-05-26T14:02:19Z
@DaljitSingh-qd1we,Sir 4;5 law bilkul 10th me same hai islie mujhe  1st try me poora aa gya,0,2025-05-26T12:08:43Z
@TusharKhetwal-dj8fm,It&#39;s Class 11th 2025 ❤,2,2025-05-25T14:35:55Z
@BLACKGAMING-mz8th,Thanks sir 🙏🏼 ☺️ ❤,0,2025-05-25T07:34:50Z
@PrakashKumar-d3k5u,Kon kon class 11th 2025 - 26 ka hai😭,2,2025-05-25T03:13:51Z
@s_r_n_dancer,Super classic sir video test series ok sir,1,2025-05-24T13:00:49Z
@ShashiShukla-q5o,Physics wallahh,0,2025-05-24T07:50:28Z
@Cutegi49,Attendance Lago 2025-2026👍,3,2025-05-23T16:56:10Z
@jedisg9302,ʜᴏᴡ ᴍᴀɴʏ ᴏғ ʏᴏᴜ ᴀʀᴇ ʜᴇʀᴇ ɪɴ 𝟸𝟶𝟸𝟻 ʙᴀᴛᴄʜ 🎉😊,3,2025-05-23T15:53:53Z
@003Muskankumari,Kaun-kaun 2026 board ke liye dekhna hai❤❤❤❤❤,1,2025-05-23T15:33:54Z
@RiyaKanyal-j7r,Anyone in may 😂😅,1,2025-05-23T15:26:49Z
@AryanKUMARBHAGAT-b3c,This comment box only for ayushi😅,1,2025-05-23T09:23:30Z
@VaishnoPandey-u6c,May 2025😂😅😂,0,2025-05-23T01:31:32Z
@dabrebravia2761,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=547"">9:07</a>",0,2025-05-22T15:03:43Z
@resham1234,Class 11th 2025-2026 batch....<br>🐦‍🔥 All the best guy&#39;s....!!,2,2025-05-22T12:42:24Z
@DhanshriHonparkhe,Sir pls hsc board pattern classes online suru kare,1,2025-05-22T02:56:29Z
@Dream_catcher011,Who is watching this in 2025,21,2025-05-21T08:53:17Z
@Vivek_vlogs_1988,Sir ji ke guudu gudiya he ham❤,2,2025-05-21T00:17:37Z
@Nubrobhai,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1299"">21:39</a> sir JI ki Didi aayin lagta he 😁😁",2,2025-05-20T16:04:55Z
@adnan__writ8s__01,All indian❤❤,0,2025-05-20T14:45:54Z
@ArunKori-ni4zg,Saala 15 saal purna video bhi hota to dekhti mei are apne panday sir ka hai isliye 😅😊,2,2025-05-20T14:27:12Z
@AibadH,"just came here to wax nostalgia,i used to be a student of his in 2020,got mbbs in 2021 &amp; in final year now,how times flies",30,2025-05-20T03:20:31Z
@mkdubeydubey4047,2025--26😅,0,2025-05-19T17:51:21Z
@Kammy._,Anyone watching these lec for NEET 2026❤😊,1,2025-05-19T14:48:51Z
@SHIVANITHOKALNeetAspirant,attendance 2026 dropper present ✋🏻🫶,1,2025-05-19T14:36:28Z
@flashfreezer1234,"The more modern lectures I find, I always end up here ❤",0,2025-05-19T11:03:53Z
@Fearlessfighter-g2m,2025 ma.kon dekh rha,0,2025-05-18T17:18:37Z
@Wattxx9288,Is the content sufficient for JEE ?,3,2025-05-18T15:37:25Z
@kunaljoshi-o2z,Hey I&#39;m in 2025❤,0,2025-05-18T09:25:40Z
@MuskankumariMuskan-p6t,Hi,1,2025-05-18T09:04:18Z
@Parth-2pg,Attendence class 11 2026-27 batch😂😂😂,2,2025-05-18T03:25:34Z
@AbhishekManna-m6g,Jee 2027 batch,0,2025-05-17T13:55:31Z
@Rishajayaraj,Anyone for 2026 🩺?,2,2025-05-17T13:43:56Z
@Hiitsmeunknown2010,Kon kon jee 2028 me Dene Wale hai ??,4,2025-05-17T09:45:41Z
@SonuVishwakarma-t7i,Sir mujhe samjh nhi aa rhi,0,2025-05-17T09:06:32Z
@amanatpreetkaur7031,anyone interested to share their 10th percentage with their school board......,1,2025-05-17T05:30:36Z
@TanishkGupta.Thala-7,2025-26 <br>Class - 11th batch attendance here 🌚,6,2025-05-16T16:48:54Z
@MonaJha7,Yes sir,1,2025-05-16T07:02:42Z
@kokudeganrajshankar2896,Thanks  sir,0,2025-05-15T15:26:36Z
@pandithumai,Master ye full chapter ka lecture hai,0,2025-05-15T15:00:21Z
@sukhadevkokarekokare1795,NEET 2027 🌝<br>Attend here,2,2025-05-15T09:34:31Z
@VanshikaSharma-vr6kd,thanku sirr jii,0,2025-05-14T17:19:33Z
@YouTubeOfShreyansh,Koi sir ke teaching style ko like kartaa hai,2,2025-05-14T15:28:21Z
@jungkookjeon-b4c,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1981"">33:01</a> IMPORTANT",8,2025-05-14T13:16:36Z
@suhailgamingyt9379,From where should i start the chemistry class 11th please anybody??,0,2025-05-14T05:59:00Z
@PrajjawalVerma-d6c,2025-26,0,2025-05-13T16:22:49Z
@subhacricxeditz,Xi batch 2091-2092,3,2025-05-13T15:19:27Z
@KartikPramanik-v5m,Attendance  2025 -2026 class 11,1,2025-05-13T13:29:43Z
@SoumyaprabhaNanda-z2t,Me present sir 🙏,0,2025-05-13T07:07:14Z
@ShababAlam-c2m,Kon kon 2025mai dekh raha hai😂,3,2025-05-13T01:03:09Z
@SIMARPREETKAUR-z7f,It&#39;s kinda funny how even after 7 to 8 years slyabuss remains the same.,2,2025-05-13T00:06:32Z
@AnshuBISHTOrginal,Class11 2025-26 attendance ❤,2,2025-05-12T15:21:14Z
@divyanshukuntal2010,2025-26,2,2025-05-12T12:47:43Z
@ADF_GAMING01,One of the best class  and this video is most important for us that&#39;s why we are studying with this video 5years old,1,2025-05-11T17:00:52Z
@kundanislive200k,Adentence batch uday 2025-2027,2,2025-05-11T14:32:22Z
@rajkumar-x6r2s,2025 me😊,0,2025-05-10T15:56:02Z
@rajkumar-x6r2s,Sir 12 ke lite koi batch  h Kya,0,2025-05-10T15:55:54Z
@rajkumar-x6r2s,Nice teacher,0,2025-05-10T15:49:21Z
@rajkumar-x6r2s,Mass of conservation,0,2025-05-10T15:49:08Z
@TheComebackCode-s4t,Hi 🎉,0,2025-05-10T13:47:21Z
@MOHITKUMAR-s2l1p,i found whole internet and i got this perfect video,0,2025-05-10T09:42:51Z
@satendra-v1j,Tarak Mehta ka ulta chashma me show kar chuke hai alakh sir😊,0,2025-05-10T04:45:51Z
@Rishal-v6w,😊,0,2025-05-10T04:17:49Z
@brajkumarmishra3697,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2561"">42:41</a>",0,2025-05-10T03:46:04Z
@Rishi-j9d7j,Attend arjunas 2026 clas 11 jee,1,2025-05-09T18:02:33Z
@Arushchauhan3342,Anyone NEET 2027 ❤,7,2025-05-08T12:37:39Z
@jackkjack500,2025-26 attendance here ❤💪🏻,3,2025-05-08T08:19:41Z
@shoury9144,Yakeen batch attendence 😅,3,2025-05-08T04:18:47Z
@AdmiringAnt-sl4rx,Kya koi  2035 me bhi dekh raha hai  ?????,2,2025-05-07T19:31:11Z
